"subject","laying","sitting","standing","walking","walking_downstairs","walking_upstairs"
"1","-0.9641607086","-0.987492994468085","-0.995073759245283","-0.133586606326316","-0.0863278966402041","-0.461907025849057"
"11","-0.987122678245614","-0.981607942075472","-0.993414564042553","-0.45394304","-0.12834163051087","-0.458255021296296"
"14","-0.973491388039216","-0.981920831111111","-0.980396601666667","-0.484797709830508","-0.0302396365755556","-0.41096787037037"
"15","-0.983949290694444","-0.989314359661017","-0.986934133584906","-0.411500068148148","0.108062740547619","-0.207231605488542"
"16","-0.989287359142857","-0.991567867681159","-0.991847149615385","-0.402884115098039","-0.125682818093191","-0.538073090196078"
"17","-0.983213244366197","-0.9946131621875","-0.992775377692308","-0.343866129016393","-0.0718767032673913","-0.287219038291667"
"19","-0.985278006987952","-0.988576991369863","-0.985913722328767","0.0908366492173077","0.476803887476923","-0.2172651781"
"21","-0.987061376777778","-0.990027822470588","-0.979530485393258","-0.107412802661538","-0.0463867896444444","-0.462972848723404"
"22","-0.974126068055556","-0.984299609032258","-0.978773000952381","0.0180047785304348","0.0404618458027778","-0.0677978520178571"
"23","-0.987840852638889","-0.986019630441176","-0.984531642205882","-0.235172990305085","0.0819587190574074","-0.424877553333333"
"25","-0.976423984657534","-0.992750109846154","-0.989339890810811","-0.624145724594595","-0.522153341034483","-0.690213625846154"
"26","-0.990410106973684","-0.99329986051282","-0.991275662027027","-0.351065957627119","-0.130825898392","-0.342075432"
"27","-0.987477465405405","-0.991292270714286","-0.98860681","-0.346610413333333","-0.0522811342045455","-0.47892337254902"
"28","-0.98220590125","-0.977786782222222","-0.971672796708861","-0.367116416481481","-0.0980112293695652","-0.37027368"
"29","-0.99254347826087","-0.9942201755","-0.994123423538462","-0.307336669773585","-0.0986379156229167","-0.211385397877551"
"3","-0.983122615967742","-0.976283534807692","-0.960570921803279","-0.296596633103448","-0.165442898685714","-0.486446509661017"
"30","-0.980350748142857","-0.990017564516129","-0.972216728644068","-0.415135398","-0.289802729403226","-0.561565206615385"
"5","-0.985625270384615","-0.976530547272727","-0.965778920714286","-0.3213903195","0.011055933212766","-0.22532784293617"
"6","-0.968619159473684","-0.971488767454545","-0.975235677719298","-0.19269469414386","0.0886515099394167","-0.186815074235294"
"7","-0.983560175384615","-0.984026344375","-0.978729082830189","-0.365314790947368","-0.00426289144680851","-0.426974025686275"
"8","-0.975959911481481","-0.986913610652174","-0.990414086851852","-0.271448185291667","0.172658982065789","-0.24733661795122"
"10","-0.978904364137931","-0.989550917407407","-0.968612135909091","-0.0791518267107547","0.156912678626316","-0.247598320858298"
"12","-0.972820011166667","-0.977980349019608","-0.975581439016393","-0.03105929456","-0.072311431676087","-0.39060122"
"13","-0.98707817516129","-0.99368217","-0.988185112807018","-0.219716159766667","-0.114744976032191","-0.514337759454545"
"18","-0.986641245846154","-0.992039060701754","-0.990287933424657","-0.375992795357143","-0.416050500909091","-0.575331252413793"
"2","-0.987250255833333","-0.989459107391304","-0.983007923703704","-0.31431306340678","0.0499590624829787","-0.365415441458333"
"20","-0.986213883088235","-0.983565760757576","-0.963098911506849","-0.122237205541176","-0.147278592755556","-0.187090779486275"
"24","-0.988140517777778","-0.9892888075","-0.981721691014493","-0.507640734482759","-0.355930598","-0.527104719152542"
"4","-0.980079292592593","-0.9787769122","-0.975706723571429","-0.29732607245","-0.208250062317778","-0.396762584807692"
"9","-0.9686013042","-0.9666604036","-0.971278823333333","-0.170228340134423","0.00938224337142857","-0.327421989591837"
